,company,job_title,location,salary,summary,est_salary
872,Niche212,Commercial Analyst,Sydney NSW,"$85,000 a year",Prepare price variation proposals with appropriate strategy and justifying data. Paramount is your capability of working with large data sets analyzing and...,80000
873,Hudson,Data Policy Analyst,Canberra ACT,$70 - $80 an hour,Testing different data analytics techniques to develop data analytics solutions that address business area requirements....,80000
874,Accenture,Artificial Intelligence- Virtual Assistant & NLP Data Scient...,Sydney NSW,"$110,000 - $150,000 a year","Experience in and understanding of data and information management, especially in Big Data trends. 2-5 years of Data Science/IT/Programming experience....",100000
875,Downer,Data Analyst,Sydney NSW,0,"Working with large data sets, defining data sources, working closely with the database to deliver insights and reports to stake holders....",100000
876,The Network IT,Data Analyst,Sydney NSW,0,My Top-tier consultancy client is urgently looking for a number of Talented Data Analysts from Junior to Mid-Level experience with any commercial finance...,100000
877,Ignite,Business Analyst/ Reporting Analyst,Sydney NSW,$60 - $62 an hour,Currently seeking a Business Analyst/ Reporting Analyst for a large Telco organisation! Experience in data coding i.e. SQL query development....,100000
878,ASIC,EL1 Lawyer/ Analyst,Sydney NSW,"$104,617 a year","Review financial services practices and policies, undertake research and analyse data. You'll have extensive experience working with complex material (such as...",100000
879,Talent International,Data Analyst,New South Wales,$400 - $450 a day,Analyst - 3-6 Month Contract - Data Insight. Data literate / solid experience in data management. Working with various streams of data....,100000
880,Talenza,Data Analyst,Sydney NSW,0,Talenza have been engaged to source a Data Analyst for one of our key clients in the financial services industry based in Sydney....,100000
881,Macquarie Group Limited,"Senior Analyst, Treasury Analytics",Sydney NSW,0,"The Balance Sheet Management (BSM) team is a high calibre team within Group Treasury, where there is an emerging focus on the use of innovative approaches to...",100000
882,eBay Inc.,Sales Operations Analyst,Sydney NSW,0,"Performing business analytics such as scorecard data, deriving actionable insight - data required for growth planning....",100000
883,EDT Global Pty Ltd,Credit Analyst - Institutional Banking,Sydney NSW,"$100,000 - $110,000 a year",They now have an urgent need for a Credit Analyst in the Sydney head office. Working within a small Institutional Banking team you will liaise closely with...,100000
884,Leidos,Financial Analyst,Kingston ACT,0,"Coordinate multiple financial cost analysis functions, including cost allocation, setting up cost control systems, collecting data, controlling costs and...",100000
885,Exclaim IT Pty Ltd,Data Analyst,Brisbane Central Business District QLD,0,Minimum 5 years of experience in data engineering/Business Intelligence or Data Science. Experience using big data tools (ex:....,100000
886,Bechtel,"Risk Analyst, M&M",Brisbane QLD,0,"Experience in analyzing, summarizing, and compiling complex data for reports. Proven ability to conduct high-level data compilation, interpretation, and...",100000
887,IBM,Business Analyst - IBM Ballarat,Ballarat VIC,0,"Business Modelling, Workflow Modelling and Data Modelling. As a Senior Business Analyst, you will be responsible for liaising with the client and obtaining...",100000
888,Hays,Lead Data Analyst - Data Visualisation,Sydney Central Business District NSW,0,Tertiary qualification in a Data Analytics or Statistical field. Lead Data Visualisation and analytics to achieve powerful insights for this financial services...,100000
889,Teradata,Business Analyst,Canberra ACT,0,"Data analysis including data transformation rules specification (M). Experience using data with advanced analytics, business intelligence, data warehouse...",100000
890,Mpire Network,Data Scientist,Perth WA,0,"Working with our big data cloud engineering team to analyse, extract, normalise and label relevant data....",100000
891,American Express,Senior Financial Analyst,Sydney NSW,0,Demonstrated ability to develop sophisticated financial models and draw value-add insights from large amounts of financial data....,100000
892,JP Morgan Chase,"CIB - Equity Research Analyst, Insurance / Diversified Finan...",Sydney NSW,0,"Working directly with the lead analyst and his team, the Analyst will have key responsibility of performing qualitative and quantitative analysis on the sector,...",100000
893,Victorian Government,"Analyst, Strategic Projects and Modelling (VPSG5)",Melbourne City Centre VIC,"$95,275 - $115,276 a year","Seeking experienced Analyst with a background in statistical analysis and data management. Experience in statistical analysis, data management and processing...",100000
894,Greythorn Specialist Technology Recruitment,Data Scientist,Sydney NSW,0,Leverage existing data and new data from IoT to develop insights for the business. Contributing to IT and data strategy....,100000
895,Perceptor,Sales Analyst,Sydney NSW,"$100,000 a year","Experience with Aztec, IMS, Veeva, Mercurial Insights or related data tools will be highly favourable but not essential....",100000
896,Morgan McKinley,Business Insights Analyst,Sydney NSW,"$100,000 - $120,000 a year",Business Insights Analyst. Extract and manipulate data sets using SQL. SQL / Reporting / Tableau / Visualisations / Analyst / BI / Power BI / Qlikview / R /...,100000
897,Hey Talent Inc,Functional workday Analyst Consultant,Sydney NSW,"$80,000 - $160,000 a year",Functional analyst Workday:. Perform data uploads into HRIS as needed. Very detail oriented and strong data analytical skills....,100000
898,Mars Recruitment Australia,Liquidity Reporting Analyst,Sydney NSW,"$100,000 a year",Crucial position within a leading international Bank I am looking to speak with candidates ideally from a banking background with strong knowledge around...,100000
899,Hydrogen Group,Business Analyst,Sydney NSW,$750 - $800 a day,"Business records, data modelling, statistical data, metadata and intranet. This includes supporting the Information Asset Register, Information Management...",100000
900,Deakin University,Digital Insights and Audience Analyst,Melbourne VIC,"$96,394 - $110,364 a year",Advanced experience in data analysis and reporting that blends multiple data sets. Blending lead and web behavioural data to increase conversion rates and...,100000
901,Envato,Web Analyst,Melbourne VIC,"$90,000 - $120,000 a year","Experience with big data would be an advantage. To shed some light on life as a Web Analyst in the Analytics team at Envato, you will work closely with senior...",100000
902,Compas PTY,Data Analyst,Adelaide SA,0,Our client is presently seeking 5 Data Analysts to join a large project onsite within a Government organisation....,100000
903,Perigon Group,Financial Analyst,Sydney NSW,"$100,000 a year","You will be expert at working with large data sets, utilising your advanced Excel modelling skills to analyse and slice data, in order to derive analysis and...",100000
904,T+O+M Executive,Data Scientist- Contact,Sydney NSW,0,"Data Scientist - Contract. You will be working in a data rich environment with a deep knowledge of the customer base and product performance, where you will...",100000
905,HOSTPLUS Pty Ltd,Investment Analyst - Private Equity,Melbourne City Centre VIC,0,"Collect, store and analyse a range of investment data to identify key themes. To be successful in this challenging and fast-paced role, you will be an...",100000
906,Analytic Partners,Marketing Science Analyst,New South Wales,0,"Data Processing and Model Development. Marketing Science Analysts are trained extensively on data management, advanced statistical analysis, and are involved...",100000
